disciplina,serie,segmento,trimestre,semana_letiva,capitulo_esperado,conteudo_esperado,progressao_key
Língua Estrangeira Inglês,6º Ano,Fund II,3,31,9,Capítulo 9,Língua Estrangeira Inglês|6º Ano|31
Língua Estrangeira Inglês,6º Ano,Fund II,3,32,10,Capítulo 10,Língua Estrangeira Inglês|6º Ano|32
Língua Estrangeira Inglês,6º Ano,Fund II,3,33,10,Capítulo 10,Língua Estrangeira Inglês|6º Ano|33
Língua Estrangeira Inglês,6º Ano,Fund II,3,34,10,Capítulo 10,Língua Estrangeira Inglês|6º Ano|34
Língua Estrangeira Inglês,6º Ano,Fund II,3,35,11,Capítulo 11,Língua Estrangeira Inglês|6º Ano|35
Língua Estrangeira Inglês,6º Ano,Fund II,3,36,11,Capítulo 11,Língua Estrangeira Inglês|6º Ano|36
Língua Estrangeira Inglês,6º Ano,Fund II,3,37,11,Capítulo 11,Língua Estrangeira Inglês|6º Ano|37
Língua Estrangeira Inglês,6º Ano,Fund II,3,38,12,Capítulo 12,Língua Estrangeira Inglês|6º Ano|38
Língua Estrangeira Inglês,6º Ano,Fund II,3,39,12,Capítulo 12,Língua Estrangeira Inglês|6º Ano|39
Língua Estrangeira Inglês,6º Ano,Fund II,3,40,12,Capítulo 12,Língua Estrangeira Inglês|6º Ano|40
Língua Estrangeira Inglês,6º Ano,Fund II,3,41,12,Capítulo 12,Língua Estrangeira Inglês|6º Ano|41
Língua Estrangeira Inglês,6º Ano,Fund II,3,42,12,Capítulo 12,Língua Estrangeira Inglês|6º Ano|42
Língua Estrangeira Inglês,7º Ano,Fund II,1,1,1,Capítulo 1,Língua Estrangeira Inglês|7º Ano|1
Língua Estrangeira Inglês,7º Ano,Fund II,1,2,1,Capítulo 1,Língua Estrangeira Inglês|7º Ano|2
Língua Estrangeira Inglês,7º Ano,Fund II,1,3,1,Capítulo 1,Língua Estrangeira Inglês|7º Ano|3
Língua Estrangeira Inglês,7º Ano,Fund II,1,4,2,Capítulo 2,Língua Estrangeira Inglês|7º Ano|4
Língua Estrangeira Inglês,7º Ano,Fund II,1,5,2,Capítulo 2,Língua Estrangeira Inglês|7º Ano|5
Língua Estrangeira Inglês,7º Ano,Fund II,1,6,2,Capítulo 2,Língua Estrangeira Inglês|7º Ano|6
Língua Estrangeira Inglês,7º Ano,Fund II,1,7,3,Capítulo 3,Língua Estrangeira Inglês|7º Ano|7
Língua Estrangeira Inglês,7º Ano,Fund II,1,8,3,Capítulo 3,Língua Estrangeira Inglês|7º Ano|8
Língua Estrangeira Inglês,7º Ano,Fund II,1,9,3,Capítulo 3,Língua Estrangeira Inglês|7º Ano|9
Língua Estrangeira Inglês,7º Ano,Fund II,1,10,4,Capítulo 4,Língua Estrangeira Inglês|7º Ano|10
Língua Estrangeira Inglês,7º Ano,Fund II,1,11,4,Capítulo 4,Língua Estrangeira Inglês|7º Ano|11
Língua Estrangeira Inglês,7º Ano,Fund II,1,12,4,Capítulo 4,Língua Estrangeira Inglês|7º Ano|12
Língua Estrangeira Inglês,7º Ano,Fund II,1,13,4,Capítulo 4,Língua Estrangeira Inglês|7º Ano|13
Língua Estrangeira Inglês,7º Ano,Fund II,1,14,4,Capítulo 4,Língua Estrangeira Inglês|7º Ano|14
Língua Estrangeira Inglês,7º Ano,Fund II,2,15,5,Capítulo 5,Língua Estrangeira Inglês|7º Ano|15
Língua Estrangeira Inglês,7º Ano,Fund II,2,16,5,Capítulo 5,Língua Estrangeira Inglês|7º Ano|16
Língua Estrangeira Inglês,7º Ano,Fund II,2,17,5,Capítulo 5,Língua Estrangeira Inglês|7º Ano|17
Língua Estrangeira Inglês,7º Ano,Fund II,2,18,6,Capítulo 6,Língua Estrangeira Inglês|7º Ano|18
Língua Estrangeira Inglês,7º Ano,Fund II,2,19,6,Capítulo 6,Língua Estrangeira Inglês|7º Ano|19
Língua Estrangeira Inglês,7º Ano,Fund II,2,20,6,Capítulo 6,Língua Estrangeira Inglês|7º Ano|20
Língua Estrangeira Inglês,7º Ano,Fund II,2,21,7,Capítulo 7,Língua Estrangeira Inglês|7º Ano|21
Língua Estrangeira Inglês,7º Ano,Fund II,2,22,7,Capítulo 7,Língua Estrangeira Inglês|7º Ano|22
Língua Estrangeira Inglês,7º Ano,Fund II,2,23,7,Capítulo 7,Língua Estrangeira Inglês|7º Ano|23
Língua Estrangeira Inglês,7º Ano,Fund II,2,24,8,Capítulo 8,Língua Estrangeira Inglês|7º Ano|24
Língua Estrangeira Inglês,7º Ano,Fund II,2,25,8,Capítulo 8,Língua Estrangeira Inglês|7º Ano|25
Língua Estrangeira Inglês,7º Ano,Fund II,2,26,8,Capítulo 8,Língua Estrangeira Inglês|7º Ano|26
Língua Estrangeira Inglês,7º Ano,Fund II,2,27,8,Capítulo 8,Língua Estrangeira Inglês|7º Ano|27
Língua Estrangeira Inglês,7º Ano,Fund II,2,28,8,Capítulo 8,Língua Estrangeira Inglês|7º Ano|28
Língua Estrangeira Inglês,7º Ano,Fund II,3,29,9,Capítulo 9,Língua Estrangeira Inglês|7º Ano|29
Língua Estrangeira Inglês,7º Ano,Fund II,3,30,9,Capítulo 9,Língua Estrangeira Inglês|7º Ano|30
Língua Estrangeira Inglês,7º Ano,Fund II,3,31,9,Capítulo 9,Língua Estrangeira Inglês|7º Ano|31
Língua Estrangeira Inglês,7º Ano,Fund II,3,32,10,Capítulo 10,Língua Estrangeira Inglês|7º Ano|32
Língua Estrangeira Inglês,7º Ano,Fund II,3,33,10,Capítulo 10,Língua Estrangeira Inglês|7º Ano|33
Língua Estrangeira Inglês,7º Ano,Fund II,3,34,10,Capítulo 10,Língua Estrangeira Inglês|7º Ano|34
Língua Estrangeira Inglês,7º Ano,Fund II,3,35,11,Capítulo 11,Língua Estrangeira Inglês|7º Ano|35
Língua Estrangeira Inglês,7º Ano,Fund II,3,36,11,Capítulo 11,Língua Estrangeira Inglês|7º Ano|36
Língua Estrangeira Inglês,7º Ano,Fund II,3,37,11,Capítulo 11,Língua Estrangeira Inglês|7º Ano|37
Língua Estrangeira Inglês,7º Ano,Fund II,3,38,12,Capítulo 12,Língua Estrangeira Inglês|7º Ano|38
Língua Estrangeira Inglês,7º Ano,Fund II,3,39,12,Capítulo 12,Língua Estrangeira Inglês|7º Ano|39
Língua Estrangeira Inglês,7º Ano,Fund II,3,40,12,Capítulo 12,Língua Estrangeira Inglês|7º Ano|40
Língua Estrangeira Inglês,7º Ano,Fund II,3,41,12,Capítulo 12,Língua Estrangeira Inglês|7º Ano|41
Língua Estrangeira Inglês,7º Ano,Fund II,3,42,12,Capítulo 12,Língua Estrangeira Inglês|7º Ano|42
Língua Estrangeira Inglês,8º Ano,Fund II,1,1,1,Capítulo 1,Língua Estrangeira Inglês|8º Ano|1
Língua Estrangeira Inglês,8º Ano,Fund II,1,2,1,Capítulo 1,Língua Estrangeira Inglês|8º Ano|2
Língua Estrangeira Inglês,8º Ano,Fund II,1,3,1,Capítulo 1,Língua Estrangeira Inglês|8º Ano|3
Língua Estrangeira Inglês,8º Ano,Fund II,1,4,2,Capítulo 2,Língua Estrangeira Inglês|8º Ano|4
Língua Estrangeira Inglês,8º Ano,Fund II,1,5,2,Capítulo 2,Língua Estrangeira Inglês|8º Ano|5
Língua Estrangeira Inglês,8º Ano,Fund II,1,6,2,Capítulo 2,Língua Estrangeira Inglês|8º Ano|6
Língua Estrangeira Inglês,8º Ano,Fund II,1,7,3,Capítulo 3,Língua Estrangeira Inglês|8º Ano|7
Língua Estrangeira Inglês,8º Ano,Fund II,1,8,3,Capítulo 3,Língua Estrangeira Inglês|8º Ano|8
Língua Estrangeira Inglês,8º Ano,Fund II,1,9,3,Capítulo 3,Língua Estrangeira Inglês|8º Ano|9
Língua Estrangeira Inglês,8º Ano,Fund II,1,10,4,Capítulo 4,Língua Estrangeira Inglês|8º Ano|10
Língua Estrangeira Inglês,8º Ano,Fund II,1,11,4,Capítulo 4,Língua Estrangeira Inglês|8º Ano|11
Língua Estrangeira Inglês,8º Ano,Fund II,1,12,4,Capítulo 4,Língua Estrangeira Inglês|8º Ano|12
Língua Estrangeira Inglês,8º Ano,Fund II,1,13,4,Capítulo 4,Língua Estrangeira Inglês|8º Ano|13
Língua Estrangeira Inglês,8º Ano,Fund II,1,14,4,Capítulo 4,Língua Estrangeira Inglês|8º Ano|14
Língua Estrangeira Inglês,8º Ano,Fund II,2,15,5,Capítulo 5,Língua Estrangeira Inglês|8º Ano|15
Língua Estrangeira Inglês,8º Ano,Fund II,2,16,5,Capítulo 5,Língua Estrangeira Inglês|8º Ano|16
Língua Estrangeira Inglês,8º Ano,Fund II,2,17,5,Capítulo 5,Língua Estrangeira Inglês|8º Ano|17
Língua Estrangeira Inglês,8º Ano,Fund II,2,18,6,Capítulo 6,Língua Estrangeira Inglês|8º Ano|18
Língua Estrangeira Inglês,8º Ano,Fund II,2,19,6,Capítulo 6,Língua Estrangeira Inglês|8º Ano|19
Língua Estrangeira Inglês,8º Ano,Fund II,2,20,6,Capítulo 6,Língua Estrangeira Inglês|8º Ano|20
Língua Estrangeira Inglês,8º Ano,Fund II,2,21,7,Capítulo 7,Língua Estrangeira Inglês|8º Ano|21
Língua Estrangeira Inglês,8º Ano,Fund II,2,22,7,Capítulo 7,Língua Estrangeira Inglês|8º Ano|22
Língua Estrangeira Inglês,8º Ano,Fund II,2,23,7,Capítulo 7,Língua Estrangeira Inglês|8º Ano|23
Língua Estrangeira Inglês,8º Ano,Fund II,2,24,8,Capítulo 8,Língua Estrangeira Inglês|8º Ano|24
Língua Estrangeira Inglês,8º Ano,Fund II,2,25,8,Capítulo 8,Língua Estrangeira Inglês|8º Ano|25
Língua Estrangeira Inglês,8º Ano,Fund II,2,26,8,Capítulo 8,Língua Estrangeira Inglês|8º Ano|26
Língua Estrangeira Inglês,8º Ano,Fund II,2,27,8,Capítulo 8,Língua Estrangeira Inglês|8º Ano|27
Língua Estrangeira Inglês,8º Ano,Fund II,2,28,8,Capítulo 8,Língua Estrangeira Inglês|8º Ano|28
Língua Estrangeira Inglês,8º Ano,Fund II,3,29,9,Capítulo 9,Língua Estrangeira Inglês|8º Ano|29
Língua Estrangeira Inglês,8º Ano,Fund II,3,30,9,Capítulo 9,Língua Estrangeira Inglês|8º Ano|30
Língua Estrangeira Inglês,8º Ano,Fund II,3,31,9,Capítulo 9,Língua Estrangeira Inglês|8º Ano|31
Língua Estrangeira Inglês,8º Ano,Fund II,3,32,10,Capítulo 10,Língua Estrangeira Inglês|8º Ano|32
Língua Estrangeira Inglês,8º Ano,Fund II,3,33,10,Capítulo 10,Língua Estrangeira Inglês|8º Ano|33
Língua Estrangeira Inglês,8º Ano,Fund II,3,34,10,Capítulo 10,Língua Estrangeira Inglês|8º Ano|34
Língua Estrangeira Inglês,8º Ano,Fund II,3,35,11,Capítulo 11,Língua Estrangeira Inglês|8º Ano|35
Língua Estrangeira Inglês,8º Ano,Fund II,3,36,11,Capítulo 11,Língua Estrangeira Inglês|8º Ano|36
Língua Estrangeira Inglês,8º Ano,Fund II,3,37,11,Capítulo 11,Língua Estrangeira Inglês|8º Ano|37
Língua Estrangeira Inglês,8º Ano,Fund II,3,38,12,Capítulo 12,Língua Estrangeira Inglês|8º Ano|38
Língua Estrangeira Inglês,8º Ano,Fund II,3,39,12,Capítulo 12,Língua Estrangeira Inglês|8º Ano|39
Língua Estrangeira Inglês,8º Ano,Fund II,3,40,12,Capítulo 12,Língua Estrangeira Inglês|8º Ano|40
Língua Estrangeira Inglês,8º Ano,Fund II,3,41,12,Capítulo 12,Língua Estrangeira Inglês|8º Ano|41
Língua Estrangeira Inglês,8º Ano,Fund II,3,42,12,Capítulo 12,Língua Estrangeira Inglês|8º Ano|42
Arte,6º Ano,Fund II,1,1,1,Capítulo 1,Arte|6º Ano|1
Arte,6º Ano,Fund II,1,2,1,Capítulo 1,Arte|6º Ano|2
Arte,6º Ano,Fund II,1,3,1,Capítulo 1,Arte|6º Ano|3
Arte,6º Ano,Fund II,1,4,2,Capítulo 2,Arte|6º Ano|4
Arte,6º Ano,Fund II,1,5,2,Capítulo 2,Arte|6º Ano|5
Arte,6º Ano,Fund II,1,6,2,Capítulo 2,Arte|6º Ano|6
Arte,6º Ano,Fund II,1,7,3,Capítulo 3,Arte|6º Ano|7
Arte,6º Ano,Fund II,1,8,3,Capítulo 3,Arte|6º Ano|8
Arte,6º Ano,Fund II,1,9,3,Capítulo 3,Arte|6º Ano|9
Arte,6º Ano,Fund II,1,10,4,Capítulo 4,Arte|6º Ano|10
Arte,6º Ano,Fund II,1,11,4,Capítulo 4,Arte|6º Ano|11
Arte,6º Ano,Fund II,1,12,4,Capítulo 4,Arte|6º Ano|12
Arte,6º Ano,Fund II,1,13,4,Capítulo 4,Arte|6º Ano|13
Arte,6º Ano,Fund II,1,14,4,Capítulo 4,Arte|6º Ano|14
Arte,6º Ano,Fund II,2,15,5,Capítulo 5,Arte|6º Ano|15
Arte,6º Ano,Fund II,2,16,5,Capítulo 5,Arte|6º Ano|16
Arte,6º Ano,Fund II,2,17,5,Capítulo 5,Arte|6º Ano|17
Arte,6º Ano,Fund II,2,18,6,Capítulo 6,Arte|6º Ano|18
Arte,6º Ano,Fund II,2,19,6,Capítulo 6,Arte|6º Ano|19
Arte,6º Ano,Fund II,2,20,6,Capítulo 6,Arte|6º Ano|20
Arte,6º Ano,Fund II,2,21,7,Capítulo 7,Arte|6º Ano|21
Arte,6º Ano,Fund II,2,22,7,Capítulo 7,Arte|6º Ano|22
Arte,6º Ano,Fund II,2,23,7,Capítulo 7,Arte|6º Ano|23
Arte,6º Ano,Fund II,2,24,8,Capítulo 8,Arte|6º Ano|24
Arte,6º Ano,Fund II,2,25,8,Capítulo 8,Arte|6º Ano|25
Arte,6º Ano,Fund II,2,26,8,Capítulo 8,Arte|6º Ano|26
Arte,6º Ano,Fund II,2,27,8,Capítulo 8,Arte|6º Ano|27
Arte,6º Ano,Fund II,2,28,8,Capítulo 8,Arte|6º Ano|28
Arte,6º Ano,Fund II,3,29,9,Capítulo 9,Arte|6º Ano|29
Arte,6º Ano,Fund II,3,30,9,Capítulo 9,Arte|6º Ano|30
Arte,6º Ano,Fund II,3,31,9,Capítulo 9,Arte|6º Ano|31
Arte,6º Ano,Fund II,3,32,10,Capítulo 10,Arte|6º Ano|32
Arte,6º Ano,Fund II,3,33,10,Capítulo 10,Arte|6º Ano|33
Arte,6º Ano,Fund II,3,34,10,Capítulo 10,Arte|6º Ano|34
Arte,6º Ano,Fund II,3,35,11,Capítulo 11,Arte|6º Ano|35
Arte,6º Ano,Fund II,3,36,11,Capítulo 11,Arte|6º Ano|36
Arte,6º Ano,Fund II,3,37,11,Capítulo 11,Arte|6º Ano|37
Arte,6º Ano,Fund II,3,38,12,Capítulo 12,Arte|6º Ano|38
Arte,6º Ano,Fund II,3,39,12,Capítulo 12,Arte|6º Ano|39
Arte,6º Ano,Fund II,3,40,12,Capítulo 12,Arte|6º Ano|40
Arte,6º Ano,Fund II,3,41,12,Capítulo 12,Arte|6º Ano|41
Arte,6º Ano,Fund II,3,42,12,Capítulo 12,Arte|6º Ano|42
Arte,7º Ano,Fund II,1,1,1,Capítulo 1,Arte|7º Ano|1
Arte,7º Ano,Fund II,1,2,1,Capítulo 1,Arte|7º Ano|2
Arte,7º Ano,Fund II,1,3,1,Capítulo 1,Arte|7º Ano|3
Arte,7º Ano,Fund II,1,4,2,Capítulo 2,Arte|7º Ano|4
Arte,7º Ano,Fund II,1,5,2,Capítulo 2,Arte|7º Ano|5
Arte,7º Ano,Fund II,1,6,2,Capítulo 2,Arte|7º Ano|6
Arte,7º Ano,Fund II,1,7,3,Capítulo 3,Arte|7º Ano|7
Arte,7º Ano,Fund II,1,8,3,Capítulo 3,Arte|7º Ano|8
Arte,7º Ano,Fund II,1,9,3,Capítulo 3,Arte|7º Ano|9
Arte,7º Ano,Fund II,1,10,4,Capítulo 4,Arte|7º Ano|10
Arte,7º Ano,Fund II,1,11,4,Capítulo 4,Arte|7º Ano|11
Arte,7º Ano,Fund II,1,12,4,Capítulo 4,Arte|7º Ano|12
Arte,7º Ano,Fund II,1,13,4,Capítulo 4,Arte|7º Ano|13
Arte,7º Ano,Fund II,1,14,4,Capítulo 4,Arte|7º Ano|14
Arte,7º Ano,Fund II,2,15,5,Capítulo 5,Arte|7º Ano|15
Arte,7º Ano,Fund II,2,16,5,Capítulo 5,Arte|7º Ano|16
Arte,7º Ano,Fund II,2,17,5,Capítulo 5,Arte|7º Ano|17
Arte,7º Ano,Fund II,2,18,6,Capítulo 6,Arte|7º Ano|18
Arte,7º Ano,Fund II,2,19,6,Capítulo 6,Arte|7º Ano|19
Arte,7º Ano,Fund II,2,20,6,Capítulo 6,Arte|7º Ano|20
Arte,7º Ano,Fund II,2,21,7,Capítulo 7,Arte|7º Ano|21
Arte,7º Ano,Fund II,2,22,7,Capítulo 7,Arte|7º Ano|22
Arte,7º Ano,Fund II,2,23,7,Capítulo 7,Arte|7º Ano|23
Arte,7º Ano,Fund II,2,24,8,Capítulo 8,Arte|7º Ano|24
Arte,7º Ano,Fund II,2,25,8,Capítulo 8,Arte|7º Ano|25
Arte,7º Ano,Fund II,2,26,8,Capítulo 8,Arte|7º Ano|26
Arte,7º Ano,Fund II,2,27,8,Capítulo 8,Arte|7º Ano|27
Arte,7º Ano,Fund II,2,28,8,Capítulo 8,Arte|7º Ano|28
Arte,7º Ano,Fund II,3,29,9,Capítulo 9,Arte|7º Ano|29
Arte,7º Ano,Fund II,3,30,9,Capítulo 9,Arte|7º Ano|30
Arte,7º Ano,Fund II,3,31,9,Capítulo 9,Arte|7º Ano|31
Arte,7º Ano,Fund II,3,32,10,Capítulo 10,Arte|7º Ano|32
Arte,7º Ano,Fund II,3,33,10,Capítulo 10,Arte|7º Ano|33
Arte,7º Ano,Fund II,3,34,10,Capítulo 10,Arte|7º Ano|34
Arte,7º Ano,Fund II,3,35,11,Capítulo 11,Arte|7º Ano|35
Arte,7º Ano,Fund II,3,36,11,Capítulo 11,Arte|7º Ano|36
Arte,7º Ano,Fund II,3,37,11,Capítulo 11,Arte|7º Ano|37
Arte,7º Ano,Fund II,3,38,12,Capítulo 12,Arte|7º Ano|38
Arte,7º Ano,Fund II,3,39,12,Capítulo 12,Arte|7º Ano|39
Arte,7º Ano,Fund II,3,40,12,Capítulo 12,Arte|7º Ano|40
Arte,7º Ano,Fund II,3,41,12,Capítulo 12,Arte|7º Ano|41
Arte,7º Ano,Fund II,3,42,12,Capítulo 12,Arte|7º Ano|42
Arte,8º Ano,Fund II,1,1,1,Capítulo 1,Arte|8º Ano|1
Arte,8º Ano,Fund II,1,2,1,Capítulo 1,Arte|8º Ano|2
Arte,8º Ano,Fund II,1,3,1,Capítulo 1,Arte|8º Ano|3
Arte,8º Ano,Fund II,1,4,2,Capítulo 2,Arte|8º Ano|4
Arte,8º Ano,Fund II,1,5,2,Capítulo 2,Arte|8º Ano|5
Arte,8º Ano,Fund II,1,6,2,Capítulo 2,Arte|8º Ano|6
Arte,8º Ano,Fund II,1,7,3,Capítulo 3,Arte|8º Ano|7
Arte,8º Ano,Fund II,1,8,3,Capítulo 3,Arte|8º Ano|8
Arte,8º Ano,Fund II,1,9,3,Capítulo 3,Arte|8º Ano|9
Arte,8º Ano,Fund II,1,10,4,Capítulo 4,Arte|8º Ano|10
Arte,8º Ano,Fund II,1,11,4,Capítulo 4,Arte|8º Ano|11
Arte,8º Ano,Fund II,1,12,4,Capítulo 4,Arte|8º Ano|12
Arte,8º Ano,Fund II,1,13,4,Capítulo 4,Arte|8º Ano|13
Arte,8º Ano,Fund II,1,14,4,Capítulo 4,Arte|8º Ano|14
Arte,8º Ano,Fund II,2,15,5,Capítulo 5,Arte|8º Ano|15
Arte,8º Ano,Fund II,2,16,5,Capítulo 5,Arte|8º Ano|16
Arte,8º Ano,Fund II,2,17,5,Capítulo 5,Arte|8º Ano|17
Arte,8º Ano,Fund II,2,18,6,Capítulo 6,Arte|8º Ano|18
Arte,8º Ano,Fund II,2,19,6,Capítulo 6,Arte|8º Ano|19
Arte,8º Ano,Fund II,2,20,6,Capítulo 6,Arte|8º Ano|20
Arte,8º Ano,Fund II,2,21,7,Capítulo 7,Arte|8º Ano|21
Arte,8º Ano,Fund II,2,22,7,Capítulo 7,Arte|8º Ano|22
Arte,8º Ano,Fund II,2,23,7,Capítulo 7,Arte|8º Ano|23
Arte,8º Ano,Fund II,2,24,8,Capítulo 8,Arte|8º Ano|24
Arte,8º Ano,Fund II,2,25,8,Capítulo 8,Arte|8º Ano|25
Arte,8º Ano,Fund II,2,26,8,Capítulo 8,Arte|8º Ano|26
Arte,8º Ano,Fund II,2,27,8,Capítulo 8,Arte|8º Ano|27
Arte,8º Ano,Fund II,2,28,8,Capítulo 8,Arte|8º Ano|28
Arte,8º Ano,Fund II,3,29,9,Capítulo 9,Arte|8º Ano|29
Arte,8º Ano,Fund II,3,30,9,Capítulo 9,Arte|8º Ano|30
Arte,8º Ano,Fund II,3,31,9,Capítulo 9,Arte|8º Ano|31
Arte,8º Ano,Fund II,3,32,10,Capítulo 10,Arte|8º Ano|32
Arte,8º Ano,Fund II,3,33,10,Capítulo 10,Arte|8º Ano|33
Arte,8º Ano,Fund II,3,34,10,Capítulo 10,Arte|8º Ano|34
Arte,8º Ano,Fund II,3,35,11,Capítulo 11,Arte|8º Ano|35
Arte,8º Ano,Fund II,3,36,11,Capítulo 11,Arte|8º Ano|36
Arte,8º Ano,Fund II,3,37,11,Capítulo 11,Arte|8º Ano|37
Arte,8º Ano,Fund II,3,38,12,Capítulo 12,Arte|8º Ano|38
Arte,8º Ano,Fund II,3,39,12,Capítulo 12,Arte|8º Ano|39
Arte,8º Ano,Fund II,3,40,12,Capítulo 12,Arte|8º Ano|40
Arte,8º Ano,Fund II,3,41,12,Capítulo 12,Arte|8º Ano|41
Arte,8º Ano,Fund II,3,42,12,Capítulo 12,Arte|8º Ano|42
Filosofia,6º Ano,Fund II,1,1,1,Capítulo 1,Filosofia|6º Ano|1
Filosofia,6º Ano,Fund II,1,2,1,Capítulo 1,Filosofia|6º Ano|2
Filosofia,6º Ano,Fund II,1,3,1,Capítulo 1,Filosofia|6º Ano|3
Filosofia,6º Ano,Fund II,1,4,2,Capítulo 2,Filosofia|6º Ano|4
Filosofia,6º Ano,Fund II,1,5,2,Capítulo 2,Filosofia|6º Ano|5
Filosofia,6º Ano,Fund II,1,6,2,Capítulo 2,Filosofia|6º Ano|6
Filosofia,6º Ano,Fund II,1,7,3,Capítulo 3,Filosofia|6º Ano|7
Filosofia,6º Ano,Fund II,1,8,3,Capítulo 3,Filosofia|6º Ano|8
Filosofia,6º Ano,Fund II,1,9,3,Capítulo 3,Filosofia|6º Ano|9
Filosofia,6º Ano,Fund II,1,10,4,Capítulo 4,Filosofia|6º Ano|10
Filosofia,6º Ano,Fund II,1,11,4,Capítulo 4,Filosofia|6º Ano|11
Filosofia,6º Ano,Fund II,1,12,4,Capítulo 4,Filosofia|6º Ano|12
Filosofia,6º Ano,Fund II,1,13,4,Capítulo 4,Filosofia|6º Ano|13
Filosofia,6º Ano,Fund II,1,14,4,Capítulo 4,Filosofia|6º Ano|14
Filosofia,6º Ano,Fund II,2,15,5,Capítulo 5,Filosofia|6º Ano|15
Filosofia,6º Ano,Fund II,2,16,5,Capítulo 5,Filosofia|6º Ano|16
Filosofia,6º Ano,Fund II,2,17,5,Capítulo 5,Filosofia|6º Ano|17
Filosofia,6º Ano,Fund II,2,18,6,Capítulo 6,Filosofia|6º Ano|18
Filosofia,6º Ano,Fund II,2,19,6,Capítulo 6,Filosofia|6º Ano|19
Filosofia,6º Ano,Fund II,2,20,6,Capítulo 6,Filosofia|6º Ano|20
Filosofia,6º Ano,Fund II,2,21,7,Capítulo 7,Filosofia|6º Ano|21
Filosofia,6º Ano,Fund II,2,22,7,Capítulo 7,Filosofia|6º Ano|22
Filosofia,6º Ano,Fund II,2,23,7,Capítulo 7,Filosofia|6º Ano|23
Filosofia,6º Ano,Fund II,2,24,8,Capítulo 8,Filosofia|6º Ano|24
Filosofia,6º Ano,Fund II,2,25,8,Capítulo 8,Filosofia|6º Ano|25
Filosofia,6º Ano,Fund II,2,26,8,Capítulo 8,Filosofia|6º Ano|26
Filosofia,6º Ano,Fund II,2,27,8,Capítulo 8,Filosofia|6º Ano|27
Filosofia,6º Ano,Fund II,2,28,8,Capítulo 8,Filosofia|6º Ano|28
Filosofia,6º Ano,Fund II,3,29,9,Capítulo 9,Filosofia|6º Ano|29
Filosofia,6º Ano,Fund II,3,30,9,Capítulo 9,Filosofia|6º Ano|30
Filosofia,6º Ano,Fund II,3,31,9,Capítulo 9,Filosofia|6º Ano|31
Filosofia,6º Ano,Fund II,3,32,10,Capítulo 10,Filosofia|6º Ano|32
Filosofia,6º Ano,Fund II,3,33,10,Capítulo 10,Filosofia|6º Ano|33
Filosofia,6º Ano,Fund II,3,34,10,Capítulo 10,Filosofia|6º Ano|34
Filosofia,6º Ano,Fund II,3,35,11,Capítulo 11,Filosofia|6º Ano|35
Filosofia,6º Ano,Fund II,3,36,11,Capítulo 11,Filosofia|6º Ano|36
Filosofia,6º Ano,Fund II,3,37,11,Capítulo 11,Filosofia|6º Ano|37
Filosofia,6º Ano,Fund II,3,38,12,Capítulo 12,Filosofia|6º Ano|38
Filosofia,6º Ano,Fund II,3,39,12,Capítulo 12,Filosofia|6º Ano|39
Filosofia,6º Ano,Fund II,3,40,12,Capítulo 12,Filosofia|6º Ano|40
Filosofia,6º Ano,Fund II,3,41,12,Capítulo 12,Filosofia|6º Ano|41
Filosofia,6º Ano,Fund II,3,42,12,Capítulo 12,Filosofia|6º Ano|42
Filosofia,7º Ano,Fund II,1,1,1,Capítulo 1,Filosofia|7º Ano|1
Filosofia,7º Ano,Fund II,1,2,1,Capítulo 1,Filosofia|7º Ano|2
Filosofia,7º Ano,Fund II,1,3,1,Capítulo 1,Filosofia|7º Ano|3
Filosofia,7º Ano,Fund II,1,4,2,Capítulo 2,Filosofia|7º Ano|4
Filosofia,7º Ano,Fund II,1,5,2,Capítulo 2,Filosofia|7º Ano|5
Filosofia,7º Ano,Fund II,1,6,2,Capítulo 2,Filosofia|7º Ano|6
Filosofia,7º Ano,Fund II,1,7,3,Capítulo 3,Filosofia|7º Ano|7
Filosofia,7º Ano,Fund II,1,8,3,Capítulo 3,Filosofia|7º Ano|8
Filosofia,7º Ano,Fund II,1,9,3,Capítulo 3,Filosofia|7º Ano|9
Filosofia,7º Ano,Fund II,1,10,4,Capítulo 4,Filosofia|7º Ano|10
Filosofia,7º Ano,Fund II,1,11,4,Capítulo 4,Filosofia|7º Ano|11
Filosofia,7º Ano,Fund II,1,12,4,Capítulo 4,Filosofia|7º Ano|12
Filosofia,7º Ano,Fund II,1,13,4,Capítulo 4,Filosofia|7º Ano|13
Filosofia,7º Ano,Fund II,1,14,4,Capítulo 4,Filosofia|7º Ano|14
Filosofia,7º Ano,Fund II,2,15,5,Capítulo 5,Filosofia|7º Ano|15
Filosofia,7º Ano,Fund II,2,16,5,Capítulo 5,Filosofia|7º Ano|16
Filosofia,7º Ano,Fund II,2,17,5,Capítulo 5,Filosofia|7º Ano|17
Filosofia,7º Ano,Fund II,2,18,6,Capítulo 6,Filosofia|7º Ano|18
Filosofia,7º Ano,Fund II,2,19,6,Capítulo 6,Filosofia|7º Ano|19
Filosofia,7º Ano,Fund II,2,20,6,Capítulo 6,Filosofia|7º Ano|20
Filosofia,7º Ano,Fund II,2,21,7,Capítulo 7,Filosofia|7º Ano|21
Filosofia,7º Ano,Fund II,2,22,7,Capítulo 7,Filosofia|7º Ano|22
Filosofia,7º Ano,Fund II,2,23,7,Capítulo 7,Filosofia|7º Ano|23
