movimentacao_id,colaborador_id,data,ano,mes,tipo,empresa,funcao,setor_rh,unidade_inferida
654,108,2020-02-03,2020,2,Admissão,CENTRO ELO,AUXILIAR DE CANTINA,Operacional,
655,172,2024-04-10,2024,4,Admissão,CENTRO ELO,PSICOLOGA,Clínico,
656,93,2019-08-01,2019,8,Admissão,CENTRO ELO,PROFESSOR,Docente,
657,93,2022-12-16,2022,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
658,230,2025-05-14,2025,5,Admissão,CENTRO ELO,DESIGNER,Administrativo,
659,182,2024-08-02,2024,8,Admissão,CENTRO ELO,AUX. ADMINISTRATIVO I,Administrativo,
660,132,2022-06-20,2022,6,Admissão,CENTRO ELO,PROFESSOR,Docente,
661,132,2022-12-25,2022,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
662,167,2024-03-18,2024,3,Admissão,CENTRO ELO,SERVICOS GERAIS,Operacional,
663,105,2020-02-03,2020,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
664,105,2022-06-22,2022,6,Desligamento,CENTRO ELO,PROFESSOR,Docente,
665,189,2024-08-09,2024,8,Admissão,CENTRO ELO,PROFESSOR PORTUGUES FUNDAMENTAL II,Docente,
666,189,2025-01-23,2025,1,Desligamento,CENTRO ELO,PROFESSOR PORTUGUES FUNDAMENTAL II,Docente,
667,234,2025-06-11,2025,6,Admissão,CENTRO ELO,PROFESSOR,Docente,
668,208,2025-01-27,2025,1,Admissão,CENTRO ELO,PROFESSOR,Docente,
669,112,2020-05-15,2020,5,Admissão,CENTRO ELO,PROFESSOR,Docente,
670,112,2022-04-18,2022,4,Desligamento,CENTRO ELO,PROFESSOR,Docente,
671,106,2020-02-03,2020,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
672,106,2023-04-03,2023,4,Desligamento,CENTRO ELO,PROFESSOR,Docente,
673,137,2022-08-05,2022,8,Admissão,CENTRO ELO,PROFESSOR,Docente,CD
674,205,2025-01-21,2025,1,Admissão,CENTRO ELO,PROFESSOR,Docente,
675,205,2025-12-16,2025,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
676,48,2019-02-01,2019,2,Admissão,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
677,48,2021-12-01,2021,12,Desligamento,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
678,6,2019-02-01,2019,2,Admissão,CENTRO ELO,MOTORISTA DE ONIBUS,Operacional,
679,145,2023-02-16,2023,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
680,145,2023-05-15,2023,5,Desligamento,CENTRO ELO,PROFESSOR,Docente,
681,259,2026-02-06,2026,2,Admissão,CENTRO ELO,PROFESSOR,Docente,CD
682,151,2023-08-02,2023,8,Admissão,CENTRO ELO,PROFESSOR,Docente,
683,151,2023-12-18,2023,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
684,246,2025-11-17,2025,11,Admissão,CENTRO ELO,INSPETOR(A) DE PATIO,Apoio Pedagógico,
685,28,2019-02-01,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
686,28,2025-02-01,2025,2,Desligamento,CENTRO ELO,PROFESSOR,Docente,
687,209,2025-02-03,2025,2,Admissão,CENTRO ELO,PROFESSOR(A) DE FISICA - ENSINO MEDIO,Docente,
688,253,2026-01-20,2026,1,Admissão,CENTRO ELO,PROFESSOR (A) EDUCAÇÃO INFALTIL,Docente,
689,185,2024-08-02,2024,8,Admissão,CENTRO ELO,ANALISTA FINANCEIRO,Administrativo,
690,185,2025-04-01,2025,4,Desligamento,CENTRO ELO,ANALISTA FINANCEIRO,Administrativo,
691,194,2024-09-02,2024,9,Admissão,CENTRO ELO,ANALISTA FINANCEIRO,Administrativo,
692,177,2024-05-02,2024,5,Admissão,CENTRO ELO,AUX. ADMINISTRATIVO I,Administrativo,
693,177,2024-08-14,2024,8,Desligamento,CENTRO ELO,AUX. ADMINISTRATIVO I,Administrativo,
694,87,2019-04-15,2019,4,Admissão,CENTRO ELO,MONIT TRANS ESCOLAR,Apoio Pedagógico,
695,87,2026-01-07,2026,1,Desligamento,CENTRO ELO,MONIT TRANS ESCOLAR,Apoio Pedagógico,
696,153,2023-10-02,2023,10,Admissão,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
697,153,2025-01-30,2025,1,Desligamento,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
698,245,2025-11-17,2025,11,Admissão,CENTRO ELO,SOCIAL MEDIA,Administrativo,
699,245,2025-12-03,2025,12,Desligamento,CENTRO ELO,SOCIAL MEDIA,Administrativo,
700,5,2019-02-01,2019,2,Admissão,CENTRO ELO,RECEPCIONISTA,Administrativo,
701,5,2026-02-09,2026,2,Desligamento,CENTRO ELO,RECEPCIONISTA,Administrativo,
702,175,2024-04-15,2024,4,Admissão,CENTRO ELO,PROFESSOR,Docente,CD
703,70,2019-02-01,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
704,70,2023-08-08,2023,8,Desligamento,CENTRO ELO,PROFESSOR,Docente,
705,17,2019-02-01,2019,2,Admissão,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
706,17,2025-02-19,2025,2,Desligamento,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
707,250,2026-01-20,2026,1,Admissão,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
708,162,2024-02-01,2024,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
709,152,2023-08-08,2023,8,Admissão,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
710,152,2023-09-06,2023,9,Desligamento,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
711,101,2019-11-11,2019,11,Admissão,CENTRO ELO,RECEPCIONISTA,Administrativo,
712,101,2022-07-22,2022,7,Desligamento,CENTRO ELO,RECEPCIONISTA,Administrativo,
713,103,2020-02-03,2020,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
714,103,2022-01-06,2022,1,Desligamento,CENTRO ELO,PROFESSOR,Docente,
715,142,2023-02-01,2023,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
716,142,2023-12-18,2023,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
717,252,2026-01-20,2026,1,Admissão,CENTRO ELO,PROFESSOR(A)DE ENSINO FUND.I SERIES INIC,Docente,
718,122,2021-08-02,2021,8,Admissão,CENTRO ELO,PSICOLOGA,Clínico,
719,122,2023-02-01,2023,2,Desligamento,CENTRO ELO,PSICOLOGA,Clínico,
720,226,2025-03-24,2025,3,Admissão,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
721,226,2025-10-23,2025,10,Desligamento,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
722,197,2024-11-11,2024,11,Admissão,CENTRO ELO,AUXILIAR DE COZINHA,Operacional,
723,197,2025-01-13,2025,1,Desligamento,CENTRO ELO,AUXILIAR DE COZINHA,Operacional,
724,127,2022-03-02,2022,3,Admissão,CENTRO ELO,PROFESSOR,Docente,CD
725,171,2024-04-01,2024,4,Admissão,CENTRO ELO,PROFESSOR,Docente,
726,171,2024-10-11,2024,10,Desligamento,CENTRO ELO,PROFESSOR,Docente,
727,97,2019-09-03,2019,9,Admissão,CENTRO ELO,PROFESSOR,Docente,
728,97,2022-12-22,2022,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
729,249,2026-01-05,2026,1,Admissão,CENTRO ELO,SOCIAL MEDIA,Administrativo,
730,143,2023-02-16,2023,2,Admissão,CENTRO ELO,PROFESSOR,Docente,CD
731,131,2022-06-03,2022,6,Admissão,CENTRO ELO,AUXILIAR DE CANTINA,Operacional,
732,131,2023-01-20,2023,1,Desligamento,CENTRO ELO,AUXILIAR DE CANTINA,Operacional,
733,256,2026-01-26,2026,1,Admissão,CENTRO ELO,PROFESSOR,Docente,
734,81,2019-04-01,2019,4,Admissão,CENTRO ELO,PROFESSOR,Docente,
735,81,2025-12-15,2025,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
736,255,2026-01-20,2026,1,Admissão,CENTRO ELO,Professor de Matemática,Docente,CD
737,224,2025-03-03,2025,3,Admissão,CENTRO ELO,PROFESSOR PORTUGUES FUNDAMENTAL II,Docente,CD
738,154,2023-12-14,2023,12,Admissão,CENTRO ELO,PORTEIRO,Operacional,
739,154,2024-01-27,2024,1,Desligamento,CENTRO ELO,PORTEIRO,Operacional,
740,223,2025-03-10,2025,3,Admissão,CENTRO ELO,ORIENTADOR DISCIPLINAR,Apoio Pedagógico,
741,251,2026-01-20,2026,1,Admissão,CENTRO ELO,PROFESSOR (A) EDUCAÇÃO INFALTIL,Docente,
742,195,2024-10-08,2024,10,Admissão,CENTRO ELO,AUX. ADMINISTRATIVO I,Administrativo,
743,195,2026-01-29,2026,1,Desligamento,CENTRO ELO,AUX. ADMINISTRATIVO I,Administrativo,
744,242,2025-10-17,2025,10,Admissão,CENTRO ELO,SOCIAL MEDIA,Administrativo,
745,242,2025-11-30,2025,11,Desligamento,CENTRO ELO,SOCIAL MEDIA,Administrativo,
746,90,2019-08-01,2019,8,Admissão,CENTRO ELO,PROFESSOR,Docente,
747,90,2021-12-15,2021,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
748,168,2024-03-25,2024,3,Admissão,CENTRO ELO,PSICOLOGA,Clínico,
749,168,2024-04-01,2024,4,Desligamento,CENTRO ELO,PSICOLOGA,Clínico,
750,60,2019-02-01,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
751,60,2023-01-09,2023,1,Desligamento,CENTRO ELO,PROFESSOR,Docente,
752,116,2021-02-08,2021,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
753,116,2023-12-18,2023,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
754,94,2019-08-06,2019,8,Admissão,CENTRO ELO,COORDENADOR(A),Apoio Pedagógico,
755,174,2024-04-12,2024,4,Admissão,CENTRO ELO,PROFESSOR,Docente,
756,174,2025-03-31,2025,3,Desligamento,CENTRO ELO,PROFESSOR,Docente,
757,221,2025-02-03,2025,2,Admissão,CENTRO ELO,PROFESSOR PORTUGUES FUNDAMENTAL II,Docente,CD
758,221,2026-01-30,2026,1,Desligamento,CENTRO ELO,PROFESSOR PORTUGUES FUNDAMENTAL II,Docente,CD
759,30,2019-02-01,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
760,158,2024-02-01,2024,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
761,158,2024-12-17,2024,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
762,191,2024-09-02,2024,9,Admissão,CENTRO ELO,PROFESSOR(A) DE ARTES FUNDAMENTAL II,Docente,
763,237,2025-07-30,2025,7,Admissão,CENTRO ELO,PROFESSOR,Docente,
764,237,2025-12-11,2025,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
765,61,2019-02-01,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
766,61,2021-12-17,2021,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
767,135,2022-08-04,2022,8,Admissão,CENTRO ELO,AUX. SERV. GERAIS,Operacional,
768,135,2022-09-19,2022,9,Desligamento,CENTRO ELO,AUX. SERV. GERAIS,Operacional,
769,102,2020-02-03,2020,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
770,204,2025-01-13,2025,1,Admissão,CENTRO ELO,AUX. SERV. GERAIS,Operacional,
771,210,2025-02-03,2025,2,Admissão,CENTRO ELO,PROFESSOR(A) DE NIVEL SUPERIOR - EDUCACA,Docente,
772,165,2024-03-01,2024,3,Admissão,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
773,165,2025-02-07,2025,2,Desligamento,CENTRO ELO,AUX. COORDENACAO,Apoio Pedagógico,
774,20,2019-02-14,2019,2,Admissão,CENTRO ELO,AUX. DE SALA,Apoio Pedagógico,
775,20,2024-08-19,2024,8,Desligamento,CENTRO ELO,AUX. DE SALA,Apoio Pedagógico,
776,213,2025-02-03,2025,2,Admissão,CENTRO ELO,COORDENADOR(A),Apoio Pedagógico,
777,213,2025-11-10,2025,11,Desligamento,CENTRO ELO,COORDENADOR(A),Apoio Pedagógico,
778,21,2019-02-04,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
779,21,2024-01-31,2024,1,Desligamento,CENTRO ELO,PROFESSOR,Docente,
780,190,2024-08-21,2024,8,Admissão,CENTRO ELO,AUX. ADMINISTRATIVO I,Administrativo,
781,190,2024-10-01,2024,10,Desligamento,CENTRO ELO,AUX. ADMINISTRATIVO I,Administrativo,
782,62,2019-02-01,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
783,29,2019-02-01,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
784,29,2023-12-18,2023,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
785,247,2025-11-17,2025,11,Admissão,CENTRO ELO,INSPETOR(A) DE PATIO,Apoio Pedagógico,
786,239,2025-08-12,2025,8,Admissão,CENTRO ELO,PROFESSOR SOCIOEMOCIONAL,Docente,
787,215,2025-02-03,2025,2,Admissão,CENTRO ELO,PROFESSOR(A) FUNDAMENTAL II,Docente,
788,215,2025-03-19,2025,3,Desligamento,CENTRO ELO,PROFESSOR(A) FUNDAMENTAL II,Docente,
789,111,2020-03-02,2020,3,Admissão,CENTRO ELO,PROFESSOR,Docente,
790,133,2022-06-22,2022,6,Admissão,CENTRO ELO,AUX. SERV. GERAIS,Operacional,
791,133,2022-12-16,2022,12,Desligamento,CENTRO ELO,AUX. SERV. GERAIS,Operacional,
792,64,2019-02-01,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
793,64,2022-04-11,2022,4,Desligamento,CENTRO ELO,PROFESSOR,Docente,
794,99,2019-10-21,2019,10,Admissão,CENTRO ELO,PROFESSOR,Docente,CD
795,198,2024-11-22,2024,11,Admissão,CENTRO ELO,AUX. ADMINISTRATIVO I,Administrativo,
796,198,2024-11-26,2024,11,Desligamento,CENTRO ELO,AUX. ADMINISTRATIVO I,Administrativo,
797,26,2019-02-15,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
798,65,2019-02-01,2019,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
799,206,2025-01-14,2025,1,Admissão,CENTRO ELO,PORTEIRO,Operacional,
800,206,2025-04-07,2025,4,Desligamento,CENTRO ELO,PORTEIRO,Operacional,
801,125,2022-03-02,2022,3,Admissão,CENTRO ELO,PROFESSOR,Docente,CD
802,118,2021-02-24,2021,2,Admissão,CENTRO ELO,PROFESSOR,Docente,
803,118,2021-12-15,2021,12,Desligamento,CENTRO ELO,PROFESSOR,Docente,
804,181,2025-02-03,2025,2,Admissão,DOMINUS,PROFESSORA DE PORTUGUES,Docente,
805,181,2025-02-17,2025,2,Desligamento,DOMINUS,PROFESSORA DE PORTUGUES,Docente,
806,6,2010-09-01,2010,9,Admissão,DOMINUS,PROFESSOR (A),Docente,
807,10,2019-08-01,2019,8,Admissão,DOMINUS,PROFESSOR (A),Docente,
808,10,2019-12-09,2019,12,Desligamento,DOMINUS,PROFESSOR (A),Docente,
809,82,2024-08-20,2024,8,Admissão,DOMINUS,PROFESSOR FUNDAMENTAL II,Docente,CDR
810,204,2025-11-03,2025,11,Admissão,DOMINUS,AUX SERV GERAIS,Operacional,
811,204,2026-01-13,2026,1,Desligamento,DOMINUS,AUX SERV GERAIS,Operacional,
812,164,2023-02-01,2023,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
813,153,2024-05-14,2024,5,Admissão,DOMINUS,PROFESSOR (A),Docente,
814,153,2025-06-18,2025,6,Desligamento,DOMINUS,PROFESSOR (A),Docente,
815,2,2023-03-01,2023,3,Admissão,DOMINUS,PROFESSOR (A),Docente,
816,2,2024-05-07,2024,5,Desligamento,DOMINUS,PROFESSOR (A),Docente,
817,178,2023-03-01,2023,3,Admissão,DOMINUS,PROFESSOR (A),Docente,
818,178,2023-03-24,2023,3,Desligamento,DOMINUS,PROFESSOR (A),Docente,
819,166,2017-12-19,2017,12,Admissão,DOMINUS,RECEPCIONISTA III,Administrativo,
820,166,2023-12-12,2023,12,Desligamento,DOMINUS,RECEPCIONISTA III,Administrativo,
821,123,2022-05-04,2022,5,Admissão,DOMINUS,PROFESSOR (A),Docente,
822,123,2023-12-20,2023,12,Desligamento,DOMINUS,PROFESSOR (A),Docente,
823,146,2023-10-02,2023,10,Admissão,DOMINUS,APOIO PEDAGOGICO,Apoio Pedagógico,
824,146,2025-10-15,2025,10,Desligamento,DOMINUS,APOIO PEDAGOGICO,Apoio Pedagógico,
825,84,2021-02-08,2021,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
826,84,2025-10-15,2025,10,Desligamento,DOMINUS,PROFESSOR (A),Docente,
827,19,2022-06-01,2022,6,Admissão,DOMINUS,APOIO PEDAGOGICO,Apoio Pedagógico,
828,19,2023-01-18,2023,1,Desligamento,DOMINUS,APOIO PEDAGOGICO,Apoio Pedagógico,
829,42,2014-03-01,2014,3,Admissão,DOMINUS,PROFESSOR (A),Docente,
830,42,2022-03-11,2022,3,Desligamento,DOMINUS,PROFESSOR (A),Docente,
831,86,2024-02-05,2024,2,Admissão,DOMINUS,AUXILIAR DE SALA,Apoio Pedagógico,
832,43,2019-02-01,2019,2,Admissão,DOMINUS,AUX CANTINA,Operacional,
833,43,2022-05-03,2022,5,Desligamento,DOMINUS,AUX CANTINA,Operacional,
834,34,2024-04-22,2024,4,Admissão,DOMINUS,AUX SERV GERAIS,Operacional,
835,16,2024-02-07,2024,2,Admissão,DOMINUS,APOIO PEDAGOGICO,Apoio Pedagógico,
836,16,2024-02-26,2024,2,Desligamento,DOMINUS,APOIO PEDAGOGICO,Apoio Pedagógico,
837,129,2024-06-25,2024,6,Admissão,DOMINUS,PROFESSOR (A),Docente,
838,129,2024-11-21,2024,11,Desligamento,DOMINUS,PROFESSOR (A),Docente,
839,139,2020-02-03,2020,2,Admissão,DOMINUS,AUX DE COORDENACAO,Apoio Pedagógico,
840,139,2021-07-21,2021,7,Desligamento,DOMINUS,AUX DE COORDENACAO,Apoio Pedagógico,
841,101,2024-05-16,2024,5,Admissão,DOMINUS,PROFESSOR (A),Docente,
842,101,2024-12-19,2024,12,Desligamento,DOMINUS,PROFESSOR (A),Docente,
843,22,2022-08-01,2022,8,Admissão,DOMINUS,AUX CANTINA,Operacional,
844,22,2023-01-06,2023,1,Desligamento,DOMINUS,AUX CANTINA,Operacional,
845,17,2023-11-20,2023,11,Admissão,DOMINUS,AUX DE PORTARIA,Operacional,
846,17,2024-07-24,2024,7,Desligamento,DOMINUS,AUX DE PORTARIA,Operacional,
847,33,2015-08-03,2015,8,Admissão,DOMINUS,PROFESSOR (A),Docente,
848,33,2019-12-13,2019,12,Desligamento,DOMINUS,PROFESSOR (A),Docente,
849,149,2023-02-01,2023,2,Admissão,DOMINUS,AUXILIAR DE CANTINA,Operacional,
850,94,2023-02-01,2023,2,Admissão,DOMINUS,PROFESSOR FUNDAMENTAL II,Docente,
851,94,2025-12-16,2025,12,Desligamento,DOMINUS,PROFESSOR FUNDAMENTAL II,Docente,
852,99,2020-02-03,2020,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
853,85,2019-02-01,2019,2,Admissão,DOMINUS,PROFESSOR (A),Docente,CD
854,31,2019-02-01,2019,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
855,31,2019-07-01,2019,7,Desligamento,DOMINUS,PROFESSOR (A),Docente,
856,159,2024-02-01,2024,2,Admissão,DOMINUS,AUXILIAR DE SALA,Apoio Pedagógico,
857,65,2024-02-01,2024,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
858,224,2026-01-29,2026,1,Admissão,DOMINUS,PROFESSOR DE MATEMATICA,Docente,
859,222,2026-01-23,2026,1,Admissão,DOMINUS,Professor de língua inglesa,Docente,
860,69,2022-10-11,2022,10,Admissão,DOMINUS,AUXILIAR ADMINISTRATIVO,Administrativo,
861,93,2022-09-09,2022,9,Admissão,DOMINUS,COORDENADOR (A),Apoio Pedagógico,
862,68,2024-02-06,2024,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
863,68,2024-06-20,2024,6,Desligamento,DOMINUS,PROFESSOR (A),Docente,
864,46,2024-08-16,2024,8,Admissão,DOMINUS,ANALISTA DE OPERACOES,Docente,
865,55,2018-08-01,2018,8,Admissão,DOMINUS,PROFESSOR (A),Docente,BV
866,20,2025-01-02,2025,1,Admissão,DOMINUS,PROFESSOR FUNDAMENTAL II,Docente,
867,20,2025-12-12,2025,12,Desligamento,DOMINUS,PROFESSOR FUNDAMENTAL II,Docente,
868,119,2023-02-01,2023,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
869,119,2024-01-17,2024,1,Desligamento,DOMINUS,PROFESSOR (A),Docente,
870,66,2021-02-08,2021,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
871,66,2021-12-15,2021,12,Desligamento,DOMINUS,PROFESSOR (A),Docente,
872,41,2024-09-11,2024,9,Admissão,DOMINUS,PROFESSOR(A) AEE,Docente,
873,41,2024-12-09,2024,12,Desligamento,DOMINUS,PROFESSOR(A) AEE,Docente,
874,177,2017-02-01,2017,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
875,177,2020-06-01,2020,6,Desligamento,DOMINUS,PROFESSOR (A),Docente,
876,168,2018-03-01,2018,3,Admissão,DOMINUS,DIRETORA PEDAGOGICA,Gestão,
877,168,2024-04-03,2024,4,Desligamento,DOMINUS,DIRETORA PEDAGOGICA,Gestão,
878,134,2007-11-01,2007,11,Admissão,DOMINUS,AUXILIAR DE SALA,Apoio Pedagógico,
879,5,2024-02-01,2024,2,Admissão,DOMINUS,AUXILIAR DE SALA,Apoio Pedagógico,
880,5,2024-12-12,2024,12,Desligamento,DOMINUS,AUXILIAR DE SALA,Apoio Pedagógico,
881,212,2026-01-20,2026,1,Admissão,DOMINUS,PROFESSOR(A),Docente,
882,199,2025-08-01,2025,8,Admissão,DOMINUS,COORDENADOR (A),Apoio Pedagógico,
883,196,2025-07-21,2025,7,Admissão,DOMINUS,AUX DE COORDENACAO,Apoio Pedagógico,
884,106,2024-02-26,2024,2,Admissão,DOMINUS,AUXILIAR ADM,Administrativo,
885,106,2024-11-01,2024,11,Desligamento,DOMINUS,AUXILIAR ADM,Administrativo,
886,200,2025-08-01,2025,8,Admissão,DOMINUS,PROFESSORA DE PORTUGUES,Docente,BV
887,39,2021-02-08,2021,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
888,39,2024-01-31,2024,1,Desligamento,DOMINUS,PROFESSOR (A),Docente,
889,186,2025-02-07,2025,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
890,37,2020-02-03,2020,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
891,142,2004-02-02,2004,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
892,217,2026-01-20,2026,1,Admissão,DOMINUS,Professor de Química,Docente,BV
893,32,2023-09-12,2023,9,Admissão,DOMINUS,PROFESSOR (A),Docente,
894,115,2024-03-01,2024,3,Admissão,DOMINUS,PROFESSOR (A),Docente,
895,3,2024-03-05,2024,3,Admissão,DOMINUS,AUXILIAR ADMINISTRATIVO,Administrativo,
896,3,2025-04-10,2025,4,Desligamento,DOMINUS,AUXILIAR ADMINISTRATIVO,Administrativo,
897,88,2024-02-01,2024,2,Admissão,DOMINUS,APOIO PEDAGOGICO,Apoio Pedagógico,
898,88,2024-10-04,2024,10,Desligamento,DOMINUS,APOIO PEDAGOGICO,Apoio Pedagógico,
899,117,2022-05-17,2022,5,Admissão,DOMINUS,ORIENTADOR EDUCACION,Apoio Pedagógico,
900,117,2023-01-12,2023,1,Desligamento,DOMINUS,ORIENTADOR EDUCACION,Apoio Pedagógico,
901,98,2023-08-01,2023,8,Admissão,DOMINUS,AUX DE MANUTENCAO,Operacional,
902,98,2023-09-26,2023,9,Desligamento,DOMINUS,AUX DE MANUTENCAO,Operacional,
903,103,2023-08-01,2023,8,Admissão,DOMINUS,AUX DE RECURSOS HUMA,Administrativo,
904,103,2023-08-04,2023,8,Desligamento,DOMINUS,AUX DE RECURSOS HUMA,Administrativo,
905,91,2024-02-07,2024,2,Admissão,DOMINUS,APOIO PEDAGOGICO,Apoio Pedagógico,
906,118,2024-02-01,2024,2,Admissão,DOMINUS,AUX. COORDENACAO,Apoio Pedagógico,
907,151,2022-10-03,2022,10,Admissão,DOMINUS,PROFESSOR (A),Docente,
908,151,2023-03-16,2023,3,Desligamento,DOMINUS,PROFESSOR (A),Docente,
909,176,2019-03-01,2019,3,Admissão,DOMINUS,PROFESSOR (A),Docente,
910,176,2021-02-02,2021,2,Desligamento,DOMINUS,PROFESSOR (A),Docente,
911,63,2022-05-02,2022,5,Admissão,DOMINUS,PSICOLOGO,Clínico,
912,63,2024-02-26,2024,2,Desligamento,DOMINUS,PSICOLOGO,Clínico,
913,211,2026-01-20,2026,1,Admissão,DOMINUS,PROFESSOR (A) DE GRAMATICA,Docente,
914,29,2023-10-03,2023,10,Admissão,DOMINUS,AUXILIAR DE MANUTENCAO,Operacional,
915,29,2023-12-31,2023,12,Desligamento,DOMINUS,AUXILIAR DE MANUTENCAO,Operacional,
916,24,2023-10-03,2023,10,Admissão,DOMINUS,AUX SERV GERAIS,Operacional,
917,24,2025-02-10,2025,2,Desligamento,DOMINUS,AUX SERV GERAIS,Operacional,
918,213,2026-01-20,2026,1,Admissão,DOMINUS,PROFESSOR(A),Docente,
919,170,2019-02-01,2019,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
920,170,2019-07-01,2019,7,Desligamento,DOMINUS,PROFESSOR (A),Docente,
921,187,2025-02-03,2025,2,Admissão,DOMINUS,PROFESSOR FUNDAMENTAL II,Docente,
922,187,2026-02-06,2026,2,Desligamento,DOMINUS,PROFESSOR FUNDAMENTAL II,Docente,
923,143,2023-04-03,2023,4,Admissão,DOMINUS,AUX DE PORTARIA,Operacional,
924,143,2023-09-06,2023,9,Desligamento,DOMINUS,AUX DE PORTARIA,Operacional,
925,52,2024-02-05,2024,2,Admissão,DOMINUS,PROFESSOR (A),Docente,CDR
926,111,2024-03-04,2024,3,Admissão,DOMINUS,AUXILIAR DE SALA,Apoio Pedagógico,
927,111,2025-09-15,2025,9,Desligamento,DOMINUS,AUXILIAR DE SALA,Apoio Pedagógico,
928,14,2021-03-09,2021,3,Admissão,DOMINUS,PROFESSOR (A),Docente,CDR
929,144,2022-06-01,2022,6,Admissão,DOMINUS,PROFESSOR (A),Docente,
930,136,2014-02-01,2014,2,Admissão,DOMINUS,PROFESSOR (A),Docente,
931,136,2021-12-15,2021,12,Desligamento,DOMINUS,PROFESSOR (A),Docente,
932,191,2025-02-17,2025,2,Admissão,DOMINUS,AUX DE COORDENACAO,Apoio Pedagógico,
933,191,2025-04-09,2025,4,Desligamento,DOMINUS,AUX DE COORDENACAO,Apoio Pedagógico,
934,12,2012-10-01,2012,10,Admissão,DOMINUS,AUX DE PORTARIA,Operacional,
935,218,2026-01-21,2026,1,Admissão,DOMINUS,Professor de Geografia,Docente,
936,89,2024-02-01,2024,2,Admissão,DOMINUS,AUXILIAR DE CANTINA,Operacional,
937,89,2024-07-17,2024,7,Desligamento,DOMINUS,AUXILIAR DE CANTINA,Operacional,
938,140,2022-05-16,2022,5,Admissão,DOMINUS,AUX DE COORDENACAO,Apoio Pedagógico,
939,140,2023-02-09,2023,2,Desligamento,DOMINUS,AUX DE COORDENACAO,Apoio Pedagógico,
940,162,2024-02-01,2024,2,Admissão,DOMINUS,AUXILIAR DE SALA,Apoio Pedagógico,
941,162,2024-08-01,2024,8,Desligamento,DOMINUS,AUXILIAR DE SALA,Apoio Pedagógico,
942,90,2022-12-01,2022,12,Admissão,DOMINUS,PROFESSOR (A),Docente,
